"Alt" "Sex" "Age" "Method" "OT" "ANT" "Offset" "Hunter" "Month" "MonthCalendar" "Year"
"683" "4" "F" "A" "Escopeta" 1 7 2 "HUNT26" 2 9 2010
"684" "6" "F" "A" "Escopeta" 0 0 2 "HUNT26" 2 9 2010
"685" "4" "M" "A" "Escopeta" 0 1 2 "HUNT26" 2 9 2010
"686" "6" "M" "A" "Escopeta" 0 0 2 "HUNT26" 2 9 2010
"687" "4" "F" "Y" "Escopeta" 0 0 2 "HUNT26" 2 9 2010
"688" "6" "F" "Y" "Escopeta" 0 0 2 "HUNT26" 2 9 2010
"689" "4" "M" "Y" "Escopeta" 0 0 2 "HUNT26" 2 9 2010
"690" "6" "M" "Y" "Escopeta" 0 0 2 "HUNT26" 2 9 2010
"691" "4" "F" "A" "Trampa" 0 0 2 "HUNT26" 2 9 2010
"692" "6" "F" "A" "Trampa" 0 5 2 "HUNT26" 2 9 2010
"693" "4" "M" "A" "Trampa" 0 0 2 "HUNT26" 2 9 2010
"694" "6" "M" "A" "Trampa" 0 0 2 "HUNT26" 2 9 2010
"695" "4" "F" "Y" "Trampa" 0 0 2 "HUNT26" 2 9 2010
"696" "6" "F" "Y" "Trampa" 0 1 2 "HUNT26" 2 9 2010
"697" "4" "M" "Y" "Trampa" 0 0 2 "HUNT26" 2 9 2010
"698" "6" "M" "Y" "Trampa" 0 2 2 "HUNT26" 2 9 2010
"699" "4" "F" "A" "Escopeta" 0 1 1 "HUNT26" 3 10 2010
"700" "4" "M" "A" "Escopeta" 0 1 1 "HUNT26" 3 10 2010
"701" "4" "F" "Y" "Escopeta" 0 0 1 "HUNT26" 3 10 2010
"702" "4" "M" "Y" "Escopeta" 0 1 1 "HUNT26" 3 10 2010
"703" "6" "F" "A" "Trampa" 0 4 2 "HUNT26" 4 11 2010
"704" "6" "M" "A" "Trampa" 1 1 2 "HUNT26" 4 11 2010
"705" "6" "F" "Y" "Trampa" 0 2 2 "HUNT26" 4 11 2010
"706" "6" "M" "Y" "Trampa" 0 1 2 "HUNT26" 4 11 2010
"707" "6" "F" "A" "Escopeta" 0 12 2 "HUNT26" 4 11 2010
"708" "6" "M" "A" "Escopeta" 1 10 2 "HUNT26" 4 11 2010
"709" "6" "F" "Y" "Escopeta" 0 0 2 "HUNT26" 4 11 2010
"710" "6" "M" "Y" "Escopeta" 0 0 2 "HUNT26" 4 11 2010
"711" "6" "F" "A" "Escopeta" 0 9 1 "HUNT26" 5 12 2010
"712" "6" "M" "A" "Escopeta" 0 2 1 "HUNT26" 5 12 2010
"713" "4" "F" "A" "Escopeta" 0 7 1 "HUNT26" 6 1 2011
"714" "4" "M" "A" "Escopeta" 0 2 1 "HUNT26" 6 1 2011
"715" "4" "F" "Y" "Escopeta" 0 0 1 "HUNT26" 6 1 2011
"716" "4" "M" "Y" "Escopeta" 0 3 1 "HUNT26" 6 1 2011
"717" "4" "F" "A" "Escopeta" 0 4 1 "HUNT26" 18 4 2012
"718" "4" "M" "A" "Escopeta" 0 3 1 "HUNT26" 18 4 2012
"719" "4" "F" "A" "Escopeta" 0 5 1 "HUNT26" 19 5 2012
"720" "4" "M" "A" "Escopeta" 0 2 1 "HUNT26" 19 5 2012
"721" "3" "M" "A" "Trampa" 4 4 4 "HUNT27" 31 7 2013
"722" "2" "M" "A" "Trampa" 0 2 4 "HUNT27" 31 7 2013
"723" "3" "F" "A" "Trampa" 1 4 4 "HUNT27" 31 7 2013
"724" "2" "F" "A" "Trampa" 1 1 4 "HUNT27" 31 7 2013
"725" "3" "M" "Y" "Trampa" 0 1 4 "HUNT27" 31 7 2013
"726" "2" "M" "Y" "Trampa" 0 0 4 "HUNT27" 31 7 2013
"727" "3" "F" "Y" "Trampa" 0 0 4 "HUNT27" 31 7 2013
"728" "2" "F" "Y" "Trampa" 0 0 4 "HUNT27" 31 7 2013
"729" "5" "F" "A" "Escopeta" 0 1 1 "HUNT28" 8 5 2011
"730" "5" "M" "A" "Escopeta" 0 2 1 "HUNT28" 8 5 2011
"731" "2" "F" "A" "Escopeta" 0 4 1 "HUNT28" 13 10 2011
"732" "2" "M" "A" "Escopeta" 0 3 1 "HUNT28" 13 10 2011
"733" "1" "F" "A" "Escopeta" 1 5 1 "HUNT28" 18 4 2012
"734" "1" "M" "A" "Escopeta" 0 2 1 "HUNT28" 18 4 2012
"735" "1" "F" "A" "Escopeta" 0 9 1 "HUNT28" 19 5 2012
"736" "1" "F" "A" "Escopeta" 5 12 4 "HUNT28" 23 10 2012
"737" "3" "F" "A" "Escopeta" 0 7 4 "HUNT28" 23 10 2012
"738" "1" "M" "A" "Escopeta" 0 2 4 "HUNT28" 23 10 2012
"739" "3" "M" "A" "Escopeta" 0 1 4 "HUNT28" 23 10 2012
"740" "1" "F" "Y" "Escopeta" 0 2 4 "HUNT28" 23 10 2012
"741" "3" "F" "Y" "Escopeta" 0 0 4 "HUNT28" 23 10 2012
"742" "1" "M" "Y" "Escopeta" 0 2 4 "HUNT28" 23 10 2012
"743" "3" "M" "Y" "Escopeta" 0 0 4 "HUNT28" 23 10 2012
"744" "1" "F" "A" "Escopeta" 4 9 2 "HUNT28" 24 11 2012
"745" "1" "M" "A" "Escopeta" 1 2 2 "HUNT28" 24 11 2012
"746" "1" "F" "A" "Escopeta" 2 5 1 "HUNT28" 25 12 2012
"747" "3" "F" "Y" "Escopeta" 3 3 2 "HUNT28" 26 2 2013
"748" "3" "M" "Y" "Escopeta" 0 0 2 "HUNT28" 26 2 2013
"749" "3" "F" "A" "Escopeta" 0 4 2 "HUNT28" 26 2 2013
"750" "3" "M" "A" "Escopeta" 0 1 2 "HUNT28" 26 2 2013
"751" "3" "F" "A" "Escopeta" 0 3 1 "HUNT28" 27 3 2013
"752" "3" "M" "A" "Escopeta" 0 2 1 "HUNT28" 27 3 2013
"753" "3" "F" "Y" "Escopeta" 0 1 1 "HUNT28" 27 3 2013
"754" "3" "M" "Y" "Escopeta" 0 1 1 "HUNT28" 27 3 2013
"755" "3" "F" "A" "Escopeta" 0 8 2 "HUNT28" 28 4 2013
"756" "3" "M" "A" "Escopeta" 0 3 2 "HUNT28" 28 4 2013
"757" "3" "F" "Y" "Escopeta" 0 0 2 "HUNT28" 28 4 2013
"758" "3" "M" "Y" "Escopeta" 0 1 2 "HUNT28" 28 4 2013
"759" "7" "F" "A" "Escopeta" 0 2 1 "HUNT28" 31 7 2013
"760" "6" "F" "A" "Trampa" 3 21 3 "HUNT29" 2 9 2010
"761" "6" "M" "A" "Trampa" 1 6 3 "HUNT29" 2 9 2010
"762" "6" "F" "A" "Trampa" 1 3 2 "HUNT29" 3 10 2010
"763" "6" "M" "A" "Trampa" 0 3 2 "HUNT29" 3 10 2010
"764" "6" "F" "Y" "Trampa" 0 0 2 "HUNT29" 3 10 2010
"765" "6" "M" "Y" "Trampa" 0 2 2 "HUNT29" 3 10 2010
"766" "4" "F" "A" "Escopeta" 1 4 2 "HUNT30" 2 9 2010
"767" "4" "F" "Y" "Escopeta" 0 2 4 "HUNT30" 3 10 2010
"768" "1" "F" "Y" "Escopeta" 0 0 4 "HUNT30" 3 10 2010
"769" "2" "F" "Y" "Escopeta" 0 1 4 "HUNT30" 3 10 2010
"770" "4" "M" "Y" "Escopeta" 0 1 4 "HUNT30" 3 10 2010
"771" "1" "M" "Y" "Escopeta" 0 0 4 "HUNT30" 3 10 2010
"772" "2" "M" "Y" "Escopeta" 0 0 4 "HUNT30" 3 10 2010
"773" "4" "F" "A" "Escopeta" 0 9 4 "HUNT30" 3 10 2010
"774" "1" "F" "A" "Escopeta" 1 0 4 "HUNT30" 3 10 2010
"775" "2" "F" "A" "Escopeta" 0 1 4 "HUNT30" 3 10 2010
"776" "4" "M" "A" "Escopeta" 0 6 4 "HUNT30" 3 10 2010
"777" "1" "M" "A" "Escopeta" 0 0 4 "HUNT30" 3 10 2010
"778" "2" "M" "A" "Escopeta" 0 0 4 "HUNT30" 3 10 2010
"779" "4" "F" "A" "Escopeta" 0 4 1 "HUNT30" 4 11 2010
"780" "4" "M" "A" "Escopeta" 0 3 1 "HUNT30" 4 11 2010
"781" "4" "F" "Y" "Escopeta" 0 2 1 "HUNT30" 4 11 2010
"782" "4" "M" "Y" "Escopeta" 0 0 1 "HUNT30" 4 11 2010
"783" "4" "F" "A" "Escopeta" 0 3 1 "HUNT30" 6 1 2011
"784" "4" "M" "A" "Escopeta" 0 4 1 "HUNT30" 6 1 2011
"785" "3" "F" "A" "Escopeta" 0 7 1 "HUNT30" 10 7 2011
"786" "4" "F" "A" "Escopeta" 0 5 1 "HUNT30" 24 11 2012
"787" "4" "M" "A" "Escopeta" 0 4 1 "HUNT30" 24 11 2012
"788" "4" "F" "Y" "Escopeta" 0 1 1 "HUNT30" 24 11 2012
"789" "4" "M" "Y" "Escopeta" 0 0 1 "HUNT30" 24 11 2012
"790" "4" "F" "A" "Escopeta" 0 6 1 "HUNT30" 25 12 2012
"791" "4" "M" "A" "Escopeta" 0 0 1 "HUNT30" 25 12 2012
"792" "4" "F" "Y" "Escopeta" 0 0 1 "HUNT30" 25 12 2012
"793" "4" "M" "Y" "Escopeta" 0 2 1 "HUNT30" 25 12 2012
"794" "4" "M" "Y" "Escopeta" 0 3 1 "HUNT30" 29 5 2013
"795" "4" "F" "Y" "Escopeta" 0 2 1 "HUNT30" 29 5 2013
"796" "3" "F" "A" "Escopeta" 0 8 1 "HUNT30" 32 8 2013
"797" "1" "F" "A" "Escopeta" 0 1 1 "HUNT31" 18 4 2012
"798" "1" "F" "A" "Trampa" 0 1 1 "HUNT32" 2 9 2010
"799" "1" "M" "A" "Trampa" 1 0 1 "HUNT32" 2 9 2010
"800" "1" "F" "A" "Escopeta" 0 9 4 "HUNT32" 3 10 2010
"801" "3" "F" "A" "Escopeta" 0 7 4 "HUNT32" 3 10 2010
"802" "1" "M" "A" "Escopeta" 0 3 4 "HUNT32" 3 10 2010
"803" "3" "M" "A" "Escopeta" 0 6 4 "HUNT32" 3 10 2010
"804" "1" "F" "A" "Escopeta" 2 21 5 "HUNT32" 4 11 2010
"805" "1" "M" "A" "Escopeta" 4 10 5 "HUNT32" 4 11 2010
"806" "1" "F" "Y" "Escopeta" 0 2 5 "HUNT32" 4 11 2010
"807" "1" "M" "Y" "Escopeta" 0 1 5 "HUNT32" 4 11 2010
"808" "1" "F" "A" "Trampa" 1 1 1 "HUNT32" 5 12 2010
"809" "1" "M" "A" "Trampa" 0 1 1 "HUNT32" 5 12 2010
"810" "1" "F" "Y" "Trampa" 0 1 1 "HUNT32" 5 12 2010
"811" "1" "M" "Y" "Trampa" 0 0 1 "HUNT32" 5 12 2010
"812" "3" "F" "A" "Escopeta" 0 2 2 "HUNT32" 7 4 2011
"813" "1" "F" "A" "Escopeta" 1 2 2 "HUNT32" 7 4 2011
"814" "3" "M" "A" "Escopeta" 0 2 2 "HUNT32" 7 4 2011
"815" "1" "M" "A" "Escopeta" 2 0 2 "HUNT32" 7 4 2011
"816" "1" "F" "A" "Escopeta" 2 2 1 "HUNT32" 8 5 2011
"817" "1" "M" "A" "Escopeta" 1 1 1 "HUNT32" 8 5 2011
"818" "3" "F" "A" "Trampa" 2 13 3 "HUNT32" 9 6 2011
"819" "3" "M" "A" "Trampa" 1 2 3 "HUNT32" 9 6 2011
"820" "3" "F" "Y" "Trampa" 0 1 3 "HUNT32" 9 6 2011
"821" "3" "M" "Y" "Trampa" 0 0 3 "HUNT32" 9 6 2011
"822" "3" "F" "A" "Trampa" 0 11 3 "HUNT32" 10 7 2011
"823" "3" "M" "A" "Trampa" 0 4 3 "HUNT32" 10 7 2011
"824" "3" "F" "A" "Escopeta" 1 3 3 "HUNT32" 10 7 2011
"825" "3" "M" "A" "Escopeta" 0 1 3 "HUNT32" 10 7 2011
"826" "1" "F" "A" "Escopeta" 1 10 2 "HUNT32" 11 8 2011
"827" "1" "M" "A" "Escopeta" 2 2 2 "HUNT32" 11 8 2011
"828" "3" "F" "A" "Escopeta" 2 8 4 "HUNT32" 12 9 2011
"829" "1" "F" "A" "Escopeta" 1 12 4 "HUNT32" 12 9 2011
"830" "3" "M" "A" "Escopeta" 0 8 4 "HUNT32" 12 9 2011
"831" "1" "M" "A" "Escopeta" 0 2 4 "HUNT32" 12 9 2011
"832" "3" "F" "Y" "Escopeta" 0 0 4 "HUNT32" 12 9 2011
"833" "1" "F" "Y" "Escopeta" 0 2 4 "HUNT32" 12 9 2011
"834" "3" "M" "Y" "Escopeta" 0 0 4 "HUNT32" 12 9 2011
"835" "1" "M" "Y" "Escopeta" 0 0 4 "HUNT32" 12 9 2011
"836" "1" "F" "A" "Escopeta" 1 7 5 "HUNT32" 13 10 2011
"837" "3" "F" "A" "Escopeta" 0 6 5 "HUNT32" 13 10 2011
"838" "1" "M" "A" "Escopeta" 0 7 5 "HUNT32" 13 10 2011
"839" "3" "M" "A" "Escopeta" 0 5 5 "HUNT32" 13 10 2011
"840" "1" "F" "Y" "Escopeta" 0 1 5 "HUNT32" 13 10 2011
"841" "3" "F" "Y" "Escopeta" 0 1 5 "HUNT32" 13 10 2011
"842" "1" "M" "Y" "Escopeta" 0 0 5 "HUNT32" 13 10 2011
"843" "3" "M" "Y" "Escopeta" 0 2 5 "HUNT32" 13 10 2011
"844" "1" "F" "A" "Escopeta" 2 11 3 "HUNT32" 14 11 2011
"845" "1" "M" "A" "Escopeta" 1 6 3 "HUNT32" 14 11 2011
"846" "1" "F" "Y" "Escopeta" 0 1 3 "HUNT32" 14 11 2011
"847" "1" "M" "Y" "Escopeta" 0 2 3 "HUNT32" 14 11 2011
"848" "3" "F" "A" "Escopeta" 0 4 2 "HUNT32" 15 12 2011
"849" "1" "F" "A" "Escopeta" 1 1 2 "HUNT32" 15 12 2011
"850" "3" "M" "A" "Escopeta" 0 5 2 "HUNT32" 15 12 2011
"851" "1" "M" "A" "Escopeta" 0 1 2 "HUNT32" 15 12 2011
"852" "3" "F" "Y" "Escopeta" 0 0 2 "HUNT32" 15 12 2011
"853" "1" "F" "Y" "Escopeta" 0 1 2 "HUNT32" 15 12 2011
"854" "3" "M" "Y" "Escopeta" 0 0 2 "HUNT32" 15 12 2011
"855" "1" "M" "Y" "Escopeta" 1 3 2 "HUNT32" 15 12 2011
"856" "1" "F" "A" "Escopeta" 0 1 1 "HUNT32" 16 1 2012
"857" "1" "M" "A" "Escopeta" 1 4 1 "HUNT32" 16 1 2012
"858" "1" "F" "Y" "Escopeta" 0 1 1 "HUNT32" 16 1 2012
"859" "1" "M" "Y" "Escopeta" 0 1 1 "HUNT32" 16 1 2012
"860" "1" "F" "A" "Escopeta" 1 10 3 "HUNT32" 17 3 2012
"861" "3" "F" "A" "Escopeta" 0 6 3 "HUNT32" 17 3 2012
"862" "1" "M" "A" "Escopeta" 0 3 3 "HUNT32" 17 3 2012
"863" "3" "M" "A" "Escopeta" 0 1 3 "HUNT32" 17 3 2012
"864" "1" "F" "A" "Escopeta" 0 13 3 "HUNT32" 18 4 2012
"865" "1" "M" "A" "Escopeta" 0 8 3 "HUNT32" 18 4 2012
"866" "1" "F" "Y" "Escopeta" 0 1 3 "HUNT32" 18 4 2012
"867" "1" "M" "Y" "Escopeta" 0 0 3 "HUNT32" 18 4 2012
"868" "1" "F" "A" "Escopeta" 0 3 2 "HUNT32" 19 5 2012
"869" "3" "F" "A" "Escopeta" 0 6 2 "HUNT32" 19 5 2012
"870" "1" "M" "A" "Escopeta" 0 2 2 "HUNT32" 19 5 2012
"871" "3" "M" "A" "Escopeta" 0 2 2 "HUNT32" 19 5 2012
"872" "1" "F" "Y" "Escopeta" 0 2 2 "HUNT32" 19 5 2012
"873" "3" "F" "Y" "Escopeta" 0 0 2 "HUNT32" 19 5 2012
"874" "1" "M" "Y" "Escopeta" 0 0 2 "HUNT32" 19 5 2012
"875" "3" "M" "Y" "Escopeta" 0 0 2 "HUNT32" 19 5 2012
"876" "1" "F" "A" "Trampa" 3 9 7 "HUNT32" 20 6 2012
"877" "3" "F" "A" "Trampa" 0 0 7 "HUNT32" 20 6 2012
"878" "1" "M" "A" "Trampa" 2 6 7 "HUNT32" 20 6 2012
"879" "3" "M" "A" "Trampa" 0 0 7 "HUNT32" 20 6 2012
"880" "1" "F" "Y" "Trampa" 0 1 7 "HUNT32" 20 6 2012
"881" "3" "F" "Y" "Trampa" 0 0 7 "HUNT32" 20 6 2012
"882" "1" "M" "Y" "Trampa" 0 0 7 "HUNT32" 20 6 2012
"883" "3" "M" "Y" "Trampa" 0 0 7 "HUNT32" 20 6 2012
"884" "1" "F" "A" "Escopeta" 2 8 7 "HUNT32" 20 6 2012
"885" "3" "F" "A" "Escopeta" 0 9 7 "HUNT32" 20 6 2012
"886" "1" "M" "A" "Escopeta" 2 2 7 "HUNT32" 20 6 2012
"887" "3" "M" "A" "Escopeta" 0 5 7 "HUNT32" 20 6 2012
"888" "1" "F" "Y" "Escopeta" 0 0 7 "HUNT32" 20 6 2012
"889" "3" "F" "Y" "Escopeta" 0 0 7 "HUNT32" 20 6 2012
"890" "1" "M" "Y" "Escopeta" 0 0 7 "HUNT32" 20 6 2012
"891" "3" "M" "Y" "Escopeta" 0 0 7 "HUNT32" 20 6 2012
"892" "1" "M" "A" "Escopeta" 4 6 6 "HUNT32" 21 7 2012
"893" "3" "M" "A" "Escopeta" 0 6 6 "HUNT32" 21 7 2012
"894" "1" "F" "A" "Escopeta" 4 9 6 "HUNT32" 21 7 2012
"895" "3" "F" "A" "Escopeta" 0 9 6 "HUNT32" 21 7 2012
"896" "1" "M" "Y" "Escopeta" 0 0 6 "HUNT32" 21 7 2012
"897" "3" "M" "Y" "Escopeta" 0 0 6 "HUNT32" 21 7 2012
"898" "1" "F" "Y" "Escopeta" 0 3 6 "HUNT32" 21 7 2012
"899" "3" "F" "Y" "Escopeta" 0 0 6 "HUNT32" 21 7 2012
"900" "3" "F" "A" "Escopeta" 0 14 4 "HUNT32" 22 8 2012
"901" "3" "M" "A" "Escopeta" 0 8 4 "HUNT32" 22 8 2012
"902" "3" "F" "Y" "Escopeta" 0 1 4 "HUNT32" 22 8 2012
"903" "3" "M" "Y" "Escopeta" 0 1 4 "HUNT32" 22 8 2012
"904" "3" "F" "A" "Trampa" 0 5 4 "HUNT32" 22 8 2012
"905" "3" "M" "A" "Trampa" 0 2 4 "HUNT32" 22 8 2012
"906" "3" "F" "Y" "Trampa" 0 0 4 "HUNT32" 22 8 2012
"907" "3" "M" "Y" "Trampa" 0 0 4 "HUNT32" 22 8 2012
"908" "3" "F" "A" "Escopeta" 0 3 4 "HUNT32" 23 10 2012
"909" "1" "F" "A" "Escopeta" 7 7 4 "HUNT32" 23 10 2012
"910" "3" "M" "A" "Escopeta" 0 2 4 "HUNT32" 23 10 2012
"911" "1" "M" "A" "Escopeta" 1 5 4 "HUNT32" 23 10 2012
"912" "3" "F" "Y" "Escopeta" 0 0 4 "HUNT32" 23 10 2012
"913" "1" "F" "Y" "Escopeta" 0 1 4 "HUNT32" 23 10 2012
"914" "3" "M" "Y" "Escopeta" 0 1 4 "HUNT32" 23 10 2012
"915" "1" "M" "Y" "Escopeta" 0 1 4 "HUNT32" 23 10 2012
"916" "1" "F" "A" "Escopeta" 5 6 2 "HUNT32" 24 11 2012
"917" "1" "M" "A" "Escopeta" 0 1 2 "HUNT32" 24 11 2012
"918" "1" "F" "A" "Escopeta" 2 6 4 "HUNT32" 25 12 2012
"919" "3" "F" "A" "Escopeta" 0 13 4 "HUNT32" 25 12 2012
"920" "1" "M" "A" "Escopeta" 0 4 4 "HUNT32" 25 12 2012
"921" "3" "M" "A" "Escopeta" 0 0 4 "HUNT32" 25 12 2012
"922" "1" "F" "Y" "Escopeta" 0 2 4 "HUNT32" 25 12 2012
"923" "3" "F" "Y" "Escopeta" 0 1 4 "HUNT32" 25 12 2012
"924" "1" "M" "Y" "Escopeta" 0 0 4 "HUNT32" 25 12 2012
"925" "3" "M" "Y" "Escopeta" 0 2 4 "HUNT32" 25 12 2012
"926" "1" "M" "A" "Escopeta" 0 1 1 "HUNT32" 26 2 2013
"927" "1" "F" "A" "Escopeta" 2 4 3 "HUNT32" 27 3 2013
"928" "3" "F" "A" "Escopeta" 0 3 3 "HUNT32" 27 3 2013
"929" "1" "M" "A" "Escopeta" 2 2 3 "HUNT32" 27 3 2013
"930" "3" "M" "A" "Escopeta" 0 3 3 "HUNT32" 27 3 2013
"931" "1" "F" "Y" "Escopeta" 0 3 3 "HUNT32" 27 3 2013
"932" "3" "F" "Y" "Escopeta" 0 0 3 "HUNT32" 27 3 2013
"933" "1" "M" "Y" "Escopeta" 0 0 3 "HUNT32" 27 3 2013
"934" "3" "M" "Y" "Escopeta" 0 0 3 "HUNT32" 27 3 2013
"935" "1" "F" "Y" "Escopeta" 0 1 1 "HUNT32" 29 5 2013
"936" "1" "F" "A" "Escopeta" 1 1 1 "HUNT32" 29 5 2013
"937" "3" "F" "A" "Escopeta" 0 5 2 "HUNT32" 31 7 2013
"938" "1" "F" "A" "Escopeta" 0 0 2 "HUNT32" 31 7 2013
"939" "3" "M" "A" "Escopeta" 0 3 2 "HUNT32" 31 7 2013
"940" "1" "M" "A" "Escopeta" 0 1 2 "HUNT32" 31 7 2013
"941" "3" "F" "Y" "Escopeta" 0 2 2 "HUNT32" 31 7 2013
"942" "1" "F" "Y" "Escopeta" 0 0 2 "HUNT32" 31 7 2013
"943" "3" "M" "Y" "Escopeta" 0 0 2 "HUNT32" 31 7 2013
"944" "1" "M" "Y" "Escopeta" 0 0 2 "HUNT32" 31 7 2013
"945" "1" "F" "A" "Escopeta" 0 3 1 "HUNT32" 32 8 2013
"946" "1" "M" "A" "Escopeta" 0 3 1 "HUNT32" 32 8 2013
"947" "6" "F" "A" "Trampa" 2 7 2 "HUNT33" 3 10 2010
"948" "4" "F" "A" "Trampa" 0 0 2 "HUNT33" 3 10 2010
"949" "6" "M" "A" "Trampa" 1 4 2 "HUNT33" 3 10 2010
"950" "4" "M" "A" "Trampa" 0 0 2 "HUNT33" 3 10 2010
"951" "6" "F" "Y" "Trampa" 0 2 2 "HUNT33" 3 10 2010
"952" "4" "F" "Y" "Trampa" 0 0 2 "HUNT33" 3 10 2010
"953" "6" "M" "Y" "Trampa" 0 0 2 "HUNT33" 3 10 2010
"954" "4" "M" "Y" "Trampa" 0 0 2 "HUNT33" 3 10 2010
"955" "6" "F" "A" "Escopeta" 0 0 2 "HUNT33" 3 10 2010
"956" "4" "F" "A" "Escopeta" 0 4 2 "HUNT33" 3 10 2010
"957" "6" "M" "A" "Escopeta" 0 0 2 "HUNT33" 3 10 2010
"958" "4" "M" "A" "Escopeta" 0 1 2 "HUNT33" 3 10 2010
"959" "6" "F" "Y" "Escopeta" 0 0 2 "HUNT33" 3 10 2010
"960" "4" "F" "Y" "Escopeta" 0 0 2 "HUNT33" 3 10 2010
"961" "6" "M" "Y" "Escopeta" 0 0 2 "HUNT33" 3 10 2010
"962" "4" "M" "Y" "Escopeta" 0 0 2 "HUNT33" 3 10 2010
"963" "6" "F" "A" "Trampa" 1 2 1 "HUNT33" 4 11 2010
"964" "6" "M" "A" "Trampa" 0 2 1 "HUNT33" 4 11 2010
"965" "6" "F" "Y" "Trampa" 0 1 1 "HUNT33" 4 11 2010
"966" "6" "M" "Y" "Trampa" 0 1 1 "HUNT33" 4 11 2010
"967" "1" "M" "A" "Trampa" 1 0 1 "HUNT34" 2 9 2010
"968" "2" "F" "A" "Trampa" 0 2 3 "HUNT35" 1 8 2010
"969" "2" "M" "A" "Trampa" 0 0 3 "HUNT35" 1 8 2010
"970" "2" "F" "Y" "Trampa" 0 0 3 "HUNT35" 1 8 2010
"971" "2" "M" "Y" "Trampa" 0 0 3 "HUNT35" 1 8 2010
"972" "2" "F" "A" "Escopeta" 1 5 3 "HUNT35" 1 8 2010
"973" "2" "M" "A" "Escopeta" 0 4 3 "HUNT35" 1 8 2010
"974" "2" "F" "Y" "Escopeta" 0 0 3 "HUNT35" 1 8 2010
"975" "2" "M" "Y" "Escopeta" 1 0 3 "HUNT35" 1 8 2010
"976" "4" "F" "A" "Escopeta" 0 11 3 "HUNT35" 2 9 2010
"977" "4" "M" "A" "Escopeta" 0 7 3 "HUNT35" 2 9 2010
"978" "4" "F" "Y" "Escopeta" 0 2 3 "HUNT35" 2 9 2010
"979" "4" "M" "Y" "Escopeta" 0 2 3 "HUNT35" 2 9 2010
"980" "4" "F" "A" "Escopeta" 1 13 7 "HUNT35" 3 10 2010
"981" "3" "F" "A" "Escopeta" 2 15 7 "HUNT35" 3 10 2010
"982" "4" "M" "A" "Escopeta" 0 9 7 "HUNT35" 3 10 2010
"983" "3" "M" "A" "Escopeta" 0 4 7 "HUNT35" 3 10 2010
"984" "4" "F" "Y" "Escopeta" 0 2 7 "HUNT35" 3 10 2010
"985" "3" "F" "Y" "Escopeta" 0 1 7 "HUNT35" 3 10 2010
"986" "4" "M" "Y" "Escopeta" 0 0 7 "HUNT35" 3 10 2010
"987" "3" "M" "Y" "Escopeta" 0 1 7 "HUNT35" 3 10 2010
"988" "4" "F" "A" "Escopeta" 0 5 1 "HUNT35" 4 11 2010
"989" "4" "M" "A" "Escopeta" 0 4 1 "HUNT35" 4 11 2010
"990" "4" "F" "A" "Escopeta" 0 18 3 "HUNT35" 6 1 2011
"991" "4" "M" "A" "Escopeta" 0 12 3 "HUNT35" 6 1 2011
"992" "4" "F" "Y" "Escopeta" 0 3 3 "HUNT35" 6 1 2011
"993" "4" "M" "Y" "Escopeta" 0 2 3 "HUNT35" 6 1 2011
"994" "4" "M" "A" "Trampa" 3 2 2 "HUNT35" 9 6 2011
"995" "4" "F" "A" "Trampa" 0 3 2 "HUNT35" 9 6 2011
"996" "4" "M" "A" "Escopeta" 0 3 2 "HUNT35" 9 6 2011
"997" "4" "F" "A" "Escopeta" 2 5 2 "HUNT35" 9 6 2011
"998" "4" "F" "A" "Escopeta" 0 11 2 "HUNT35" 10 7 2011
"999" "4" "M" "A" "Escopeta" 0 6 2 "HUNT35" 10 7 2011
"1000" "3" "F" "A" "Escopeta" 0 3 1 "HUNT35" 17 3 2012
"1001" "3" "M" "A" "Escopeta" 0 2 1 "HUNT35" 17 3 2012
"1002" "3" "F" "Y" "Escopeta" 0 3 1 "HUNT35" 17 3 2012
"1003" "3" "M" "Y" "Escopeta" 0 0 1 "HUNT35" 17 3 2012
"1004" "3" "F" "A" "Escopeta" 0 10 2 "HUNT35" 28 4 2013
"1005" "3" "M" "A" "Escopeta" 0 4 2 "HUNT35" 28 4 2013
"1006" "2" "F" "A" "Escopeta" 1 0 2 "HUNT35" 29 5 2013
"1007" "4" "F" "A" "Escopeta" 0 0 2 "HUNT35" 29 5 2013
"1008" "2" "M" "A" "Escopeta" 1 0 2 "HUNT35" 29 5 2013
"1009" "4" "M" "A" "Escopeta" 0 0 2 "HUNT35" 29 5 2013
"1010" "2" "F" "Y" "Escopeta" 0 1 2 "HUNT35" 29 5 2013
"1011" "4" "F" "Y" "Escopeta" 0 0 2 "HUNT35" 29 5 2013
"1012" "2" "M" "Y" "Escopeta" 0 1 2 "HUNT35" 29 5 2013
"1013" "4" "M" "Y" "Escopeta" 0 0 2 "HUNT35" 29 5 2013
"1014" "2" "F" "A" "Trampa" 0 0 2 "HUNT35" 29 5 2013
"1015" "4" "F" "A" "Trampa" 2 2 2 "HUNT35" 29 5 2013
"1016" "2" "M" "A" "Trampa" 0 0 2 "HUNT35" 29 5 2013
"1017" "4" "M" "A" "Trampa" 1 1 2 "HUNT35" 29 5 2013
"1018" "2" "F" "Y" "Trampa" 0 0 2 "HUNT35" 29 5 2013
"1019" "4" "F" "Y" "Trampa" 0 0 2 "HUNT35" 29 5 2013
"1020" "2" "M" "Y" "Trampa" 0 0 2 "HUNT35" 29 5 2013
